roi_id,site_id,soil,mesquite,pixel_size
r-7764,NORT,1,0,2
r-7765,NORT,1,0,2
r-7766,NORT,0.902,0.098,2
r-7767,NORT,1,0,2
r-7768,NORT,0.71,0.29,2
r-7769,NORT,1,0,2
r-7770,NORT,1,0,2
r-7771,NORT,0.002,0.998,2
r-7772,NORT,0.998,0.002,2
r-7773,NORT,0.889,0.111,2
r-7774,NORT,1,0,2
r-7775,NORT,1,0,2
r-7776,NORT,0.723,0.277,2
r-7777,NORT,0.937,0.063,2
r-7778,NORT,1,0,2
r-7779,NORT,0.714,0.286,2
r-7780,NORT,0.043,0.957,2
r-7781,NORT,0.898,0.102,2
r-7782,NORT,0.828,0.172,2
r-7783,NORT,1,0,2
r-7784,NORT,1,0,2
r-7785,NORT,0.973,0.027,2
r-7786,NORT,0,1,2
r-7787,NORT,0.8,0.2,2
r-7788,NORT,0.302,0.698,2
r-7789,NORT,1,0,2
r-7790,NORT,0.918,0.082,2
r-7791,NORT,0.469,0.531,2
r-7792,NORT,0.213,0.787,2
r-7793,NORT,0.306,0.694,2
r-7794,NORT,0.991,0.009,2
r-7795,NORT,1,0,2
r-7796,NORT,0.147,0.853,2
r-7797,NORT,0.202,0.798,2
r-7798,NORT,0.109,0.891,2
r-7799,NORT,0.331,0.669,2
r-7800,NORT,1,0,2
r-7801,NORT,1,0,2
r-7802,NORT,1,0,2
r-7803,NORT,0.832,0.168,2
r-7804,NORT,1,0,2
r-7805,NORT,1,0,2
r-7806,NORT,1,0,2
r-7807,NORT,1,0,2
r-7808,NORT,0.517,0.483,2
r-7809,NORT,0.066,0.934,2
r-7810,NORT,1,0,2
r-7811,NORT,0.853,0.147,2
r-7812,NORT,0.841,0.159,2
r-7813,NORT,1,0,2
r-7814,NORT,1,0,2
r-7815,NORT,0.442,0.558,2
r-7816,NORT,1,0,2
r-7817,NORT,0.721,0.279,2
r-7818,NORT,1,0,2
r-7819,NORT,0.678,0.322,2
r-7820,NORT,1,0,2
r-7821,NORT,1,0,2
r-7822,NORT,0.481,0.519,2
r-7823,NORT,0.39,0.61,2
r-7824,NORT,1,0,2
r-7825,NORT,1,0,2
r-7826,NORT,0.986,0.014,2
r-7827,NORT,1,0,2
r-7828,NORT,1,0,2
r-7829,NORT,1,0,2
r-7830,NORT,0.816,0.184,2
r-7831,NORT,1,0,2
r-7832,NORT,0,1,2
r-7833,NORT,1,0,2
r-7834,NORT,0.007,0.993,2
r-7835,NORT,0,1,2
r-7836,NORT,0.234,0.766,2
r-7837,NORT,0.079,0.921,2
r-7838,NORT,0.98,0.02,2
r-7839,NORT,0.714,0.286,2
r-7840,NORT,1,0,2
r-7841,NORT,1,0,2
r-7842,NORT,0.762,0.238,2
r-7843,NORT,0.998,0.002,2
r-7844,NORT,0.986,0.014,2
r-7845,NORT,0.889,0.111,2
r-7846,NORT,0.9,0.1,2
r-7847,NORT,0.66,0.34,2
r-7848,NORT,1,0,2
r-7849,NORT,1,0,2
r-7850,NORT,0.617,0.383,2
r-7851,NORT,0,1,2
r-7852,NORT,0.753,0.247,2
r-7853,NORT,1,0,2
r-7854,NORT,0.143,0.857,2
r-7855,NORT,1,0,2
r-7856,NORT,1,0,2
r-7857,NORT,0.789,0.211,2
r-7858,NORT,1,0,2
r-7859,NORT,1,0,2
r-7860,NORT,1,0,2
r-7861,NORT,1,0,2
r-7862,NORT,1,0,2
r-7863,NORT,0.762,0.238,2
r-7864,NORT,1,0,2
r-7865,NORT,0,1,2
r-7866,NORT,0.531,0.469,2
r-7867,NORT,0.88,0.12,2
r-7868,NORT,0,1,2
r-7869,NORT,0,1,2
r-7870,NORT,1,0,2
r-7871,NORT,1,0,2
r-7872,NORT,1,0,2
r-7873,NORT,1,0,2
r-7874,NORT,1,0,2
r-7875,NORT,0.383,0.617,2
r-7876,NORT,0.669,0.331,2
r-7877,NORT,1,0,2
r-7878,NORT,0,1,2
r-7879,NORT,0.431,0.569,2
r-7880,NORT,1,0,2
r-7881,NORT,1,0,2
r-7882,NORT,0.043,0.957,2
r-7883,NORT,0.787,0.213,2
r-7884,NORT,0.036,0.964,2
r-7885,NORT,0.549,0.451,2
r-7886,NORT,0,1,2
r-7887,NORT,1,0,2
r-7888,NORT,0,1,2
r-7889,NORT,0.161,0.839,2
r-7890,NORT,1,0,2
r-7891,NORT,0.243,0.757,2
r-7892,NORT,1,0,2
r-7893,NORT,0.49,0.51,2
r-7894,NORT,0,1,2
r-7895,NORT,0.481,0.519,2
r-7896,NORT,0.844,0.156,2
r-7897,NORT,1,0,2
r-7898,NORT,0.932,0.068,2
r-7899,NORT,1,0,2
r-7900,NORT,0,1,2
r-7901,NORT,1,0,2
r-7902,NORT,0.032,0.968,2
r-7903,NORT,0.488,0.512,2
r-7904,NORT,1,0,2
r-7905,NORT,0,1,2
r-7906,NORT,0.499,0.501,2
r-7907,NORT,1,0,2
r-7908,NORT,1,0,2
r-7909,NORT,0.959,0.041,2
r-7910,NORT,1,0,2
r-7911,NORT,0.902,0.098,2
r-7912,NORT,1,0,2
r-7913,NORT,0.939,0.061,2
r-7914,NORT,0.435,0.565,2
r-7915,NORT,0.034,0.966,2
r-7916,NORT,0.982,0.018,2
r-7917,NORT,0.413,0.587,2
r-7918,NORT,0.51,0.49,2
r-7919,NORT,0.42,0.58,2
r-7920,NORT,0.524,0.476,2
r-7921,NORT,0,1,2
r-7922,NORT,0.036,0.964,2
r-7923,NORT,1,0,2
r-7924,NORT,1,0,2
r-7925,NORT,1,0,2
r-7926,NORT,0.669,0.331,2
r-7927,NORT,1,0,2
r-7928,NORT,0.113,0.887,2
r-7929,NORT,0.961,0.039,2
r-7930,NORT,0.998,0.002,2
r-7931,NORT,0.517,0.483,2
r-7932,NORT,0.717,0.283,2
r-7933,NORT,0.764,0.236,2
r-7934,NORT,0.42,0.58,2
r-7935,NORT,0.975,0.025,2
r-7936,NORT,0.73,0.27,2
r-7937,NORT,0.601,0.399,2
r-7938,NORT,1,0,2
r-7939,NORT,1,0,2
r-7940,NORT,0.737,0.263,2
r-7941,NORT,0.971,0.029,2
r-7942,NORT,1,0,2
r-7943,NORT,0.875,0.125,2
r-7944,NORT,1,0,2
r-7945,NORT,1,0,2
r-7946,NORT,0.227,0.773,2
r-7947,NORT,0,1,2
r-7948,NORT,1,0,2
r-7949,NORT,0.943,0.057,2
r-7950,NORT,0,1,2
r-7951,NORT,0.909,0.091,2
r-7952,NORT,1,0,2
r-7953,NORT,0.939,0.061,2
r-7954,NORT,1,0,2
r-7955,NORT,0.823,0.177,2
r-7956,NORT,0,1,2
r-7957,NORT,0.995,0.005,2
r-7958,NORT,1,0,2
r-7959,NORT,1,0,2
r-7960,NORT,1,0,2
r-7961,NORT,0,1,2
r-7962,NORT,0.959,0.041,2
r-7963,NORT,0.868,0.132,2
r-7964,NORT,1,0,2
r-7965,NORT,1,0,2
r-7966,NORT,0.769,0.231,2
r-7967,NORT,0.853,0.147,2
r-7968,NORT,0.83,0.17,2
r-7969,NORT,1,0,2
r-7970,NORT,0.209,0.791,2
r-7971,NORT,0.9,0.1,2
r-7972,NORT,1,0,2
r-7973,NORT,0.324,0.676,2
r-7974,NORT,1,0,2
r-7975,NORT,1,0,2
r-7976,NORT,0.057,0.943,2
r-7977,NORT,0.916,0.084,2
r-7978,NORT,1,0,2
r-7979,NORT,0.007,0.993,2
r-7980,NORT,1,0,2
r-7981,NORT,0.973,0.027,2
r-7982,NORT,0.224,0.776,2
r-7983,NORT,0.333,0.667,2
r-7984,NORT,0.943,0.057,2
r-7985,NORT,0.975,0.025,2
r-7986,NORT,0.995,0.005,2
r-7987,NORT,0.193,0.807,2
r-7988,NORT,0.154,0.846,2
r-7989,NORT,1,0,2
r-7990,NORT,1,0,2
r-7991,NORT,1,0,2
r-7992,NORT,0.15,0.85,2
r-7993,NORT,1,0,2
r-7994,NORT,1,0,2
r-7995,NORT,0.791,0.209,2
r-7996,NORT,1,0,2
r-7997,NORT,0.145,0.855,2
r-7998,NORT,0.331,0.669,2
r-7999,NORT,1,0,2
r-8000,NORT,1,0,2
r-8001,NORT,1,0,2
r-8002,NORT,1,0,2
r-8003,NORT,1,0,2
r-8004,NORT,0.503,0.497,2
r-8005,NORT,0,1,2
r-8006,NORT,1,0,2
r-8007,NORT,0.59,0.41,2
r-8008,NORT,1,0,2
r-8009,NORT,1,0,2
r-8010,NORT,1,0,2
r-8011,NORT,0,1,2
r-8012,NORT,0,1,2
r-8013,NORT,0,1,2
r-8014,NORT,1,0,2
r-8015,NORT,1,0,2
r-8016,NORT,0.943,0.057,2
r-8017,NORT,1,0,2
r-8018,NORT,1,0,2
r-8019,NORT,1,0,2
r-8020,NORT,1,0,2
r-8021,NORT,1,0,2
r-8022,NORT,0,1,2
r-8023,NORT,0.966,0.034,2
r-8024,NORT,0,1,2
r-8025,NORT,0.311,0.689,2
r-8026,NORT,1,0,2
r-8027,NORT,0.796,0.204,2
r-8028,NORT,1,0,2
r-8029,NORT,0.989,0.011,2
r-8030,NORT,1,0,2
r-8031,NORT,1,0,2
r-8032,NORT,0.662,0.338,2
r-8033,NORT,1,0,2
r-8034,NORT,1,0,2
r-8035,NORT,0.828,0.172,2
r-8036,NORT,0,1,2
r-8037,NORT,0.925,0.075,2
r-8038,NORT,0.351,0.649,2
r-8039,NORT,1,0,2
r-8040,NORT,0.637,0.363,2
r-8041,NORT,1,0,2
r-8042,NORT,0.805,0.195,2
r-8043,NORT,1,0,2
r-8044,NORT,1,0,2
r-8045,NORT,1,0,2
r-8046,NORT,0.005,0.995,2
r-8047,NORT,0.664,0.336,2
r-8048,NORT,0.034,0.966,2
r-8049,NORT,1,0,2
r-8050,NORT,0.841,0.159,2
r-8051,NORT,0,1,2
r-8052,NORT,0.304,0.696,2
r-8053,NORT,1,0,2
r-8054,NORT,1,0,2
r-8055,NORT,0.998,0.002,2
r-8056,NORT,0.662,0.338,2
r-8057,NORT,1,0,2
r-8058,NORT,1,0,2
r-8059,NORT,1,0,2
r-8060,NORT,0.921,0.079,2
r-8061,NORT,0.007,0.993,2
r-8062,NORT,0,1,2
r-8063,NORT,1,0,2
r-8064,NORT,0.9,0.1,2
r-8065,NORT,1,0,2
r-8066,NORT,0.98,0.02,2
r-8067,NORT,0.558,0.442,2
r-8068,NORT,1,0,2
r-8069,NORT,1,0,2
r-8070,NORT,1,0,2
r-8071,NORT,0.968,0.032,2
r-8072,NORT,0.927,0.073,2
r-8073,NORT,1,0,2
r-8074,NORT,0.658,0.342,2
r-8075,NORT,0.567,0.433,2
r-8076,NORT,0,1,2
r-8077,NORT,0,1,2
r-8078,NORT,0.939,0.061,2
r-8079,NORT,0.485,0.515,2
r-8080,NORT,1,0,2
r-8081,NORT,0.005,0.995,2
r-8082,NORT,0.812,0.188,2
r-8083,NORT,1,0,2
r-8084,NORT,1,0,2
r-8085,NORT,0.973,0.027,2
r-8086,NORT,1,0,2
r-8087,NORT,1,0,2
r-8088,NORT,1,0,2
r-8089,NORT,0.825,0.175,2
r-8090,NORT,0.079,0.921,2
r-8091,NORT,1,0,2
r-8092,NORT,1,0,2
r-8093,NORT,0.671,0.329,2
r-8094,NORT,0.401,0.599,2
r-8095,NORT,1,0,2
r-8096,NORT,1,0,2
r-8097,NORT,0.358,0.642,2
r-8098,NORT,0.218,0.782,2
r-8099,NORT,1,0,2
r-8100,NORT,0.925,0.075,2
r-8101,NORT,1,0,2
r-8102,NORT,0,1,2
r-8103,NORT,0.998,0.002,2
r-8104,NORT,0,1,2
r-8105,NORT,1,0,2
r-8106,NORT,0.145,0.855,2
r-8107,NORT,1,0,2
r-8108,NORT,1,0,2
r-8109,NORT,1,0,2
r-8110,NORT,1,0,2
r-8111,NORT,0.9,0.1,2
r-8112,NORT,0.12,0.88,2
r-8113,NORT,1,0,2
r-8114,NORT,1,0,2
r-8115,NORT,1,0,2
r-8116,NORT,0.934,0.066,2
r-8117,NORT,0.036,0.964,2
r-8118,NORT,0.376,0.624,2
r-8119,NORT,0.975,0.025,2
r-8120,NORT,1,0,2
r-8121,NORT,1,0,2
r-8122,NORT,1,0,2
r-8123,NORT,0.66,0.34,2
r-8124,NORT,1,0,2
r-8125,NORT,0.83,0.17,2
r-8126,NORT,1,0,2
r-8127,NORT,1,0,2
r-8128,NORT,0,1,2
r-8129,NORT,1,0,2
r-8130,NORT,1,0,2
r-8131,NORT,1,0,2
r-8132,NORT,1,0,2
r-8133,NORT,1,0,2
r-8134,NORT,1,0,2
r-8135,NORT,0.733,0.267,2
r-8136,NORT,0.764,0.236,2
r-8137,NORT,0.499,0.501,2
r-8138,NORT,1,0,2
r-8139,NORT,1,0,2
r-8140,NORT,0.912,0.088,2
r-8141,NORT,1,0,2
r-8142,NORT,1,0,2
r-8143,NORT,1,0,2
r-8144,NORT,1,0,2
r-8145,NORT,0.628,0.372,2
r-8146,NORT,1,0,2
r-8147,NORT,1,0,2
r-8148,NORT,0,1,2
r-8149,NORT,0.982,0.018,2
r-8150,NORT,1,0,2
r-8151,NORT,0.882,0.118,2
r-8152,NORT,0.1,0.9,2
r-8153,NORT,0.701,0.299,2
r-8154,NORT,1,0,2
r-8155,NORT,0.574,0.426,2
r-8156,NORT,1,0,2
r-8157,NORT,0.778,0.222,2
r-8158,NORT,0.875,0.125,2
r-8159,NORT,0,1,2
r-8160,NORT,0.798,0.202,2
r-8161,NORT,1,0,2
r-8162,NORT,1,0,2
r-8163,NORT,0,1,2
r-8164,NORT,0,1,2
r-8165,NORT,0.005,0.995,2
r-8166,NORT,1,0,2
r-8167,NORT,0.22,0.78,2
r-8168,NORT,0.746,0.254,2
r-8169,NORT,1,0,2
r-8170,NORT,0.209,0.791,2
r-8171,NORT,0.068,0.932,2
r-8172,NORT,0.769,0.231,2
r-8173,NORT,0.585,0.415,2
r-8174,NORT,0,1,2
r-8175,NORT,0.474,0.526,2
r-8176,NORT,1,0,2
r-8177,NORT,0.46,0.54,2
r-8178,NORT,0.977,0.023,2
r-8179,NORT,1,0,2
r-8180,NORT,0.601,0.399,2
r-8181,NORT,1,0,2
r-8182,NORT,0.771,0.229,2
r-8183,NORT,1,0,2
r-8184,NORT,1,0,2
r-8185,NORT,0.973,0.027,2
r-8186,NORT,0.782,0.218,2
r-8187,NORT,0.363,0.637,2
r-8188,NORT,0,1,2
r-8189,NORT,0.825,0.175,2
r-8190,NORT,0.195,0.805,2
r-8191,NORT,0.429,0.571,2
r-8192,NORT,0.982,0.018,2
r-8193,NORT,1,0,2
r-8194,NORT,1,0,2
r-8195,NORT,0.465,0.535,2
r-8196,NORT,0.601,0.399,2
r-8197,NORT,0.091,0.909,2
r-8198,NORT,0.937,0.063,2
r-8199,NORT,0.508,0.492,2
r-8200,NORT,0.29,0.71,2
r-8201,NORT,1,0,2
r-8202,NORT,0.744,0.256,2
r-8203,NORT,1,0,2
r-8204,NORT,1,0,2
r-8205,NORT,0.857,0.143,2
r-8206,NORT,1,0,2
r-8207,NORT,0.188,0.812,2
r-8208,NORT,0,1,2
r-8209,NORT,0.506,0.494,2
r-8211,NORT,0.385,0.615,2
r-8212,NORT,1,0,2
r-8213,NORT,1,0,2
r-8214,NORT,1,0,2
r-8215,NORT,0.286,0.714,2
r-8216,NORT,0,1,2
r-8217,NORT,0.098,0.902,2
r-8218,NORT,0.234,0.766,2
r-8219,NORT,0.308,0.692,2
r-8220,NORT,0.993,0.007,2
r-8221,NORT,1,0,2
r-8222,NORT,0.898,0.102,2
r-8223,NORT,0.082,0.918,2
r-8224,NORT,1,0,2
r-8225,NORT,0.932,0.068,2
r-8226,NORT,0.007,0.993,2
r-8227,NORT,1,0,2
r-8228,NORT,0.041,0.959,2
r-8229,NORT,0.524,0.476,2
r-8230,NORT,1,0,2
r-8231,NORT,0.043,0.957,2
r-8232,NORT,0.993,0.007,2
r-8233,NORT,0.989,0.011,2
r-8234,NORT,1,0,2
r-8235,NORT,0.884,0.116,2
r-8236,NORT,0,1,2
r-8237,NORT,0.383,0.617,2
r-8238,NORT,1,0,2
r-8239,NORT,0.077,0.923,2
r-8240,NORT,1,0,2
r-8241,NORT,0.535,0.465,2
r-8242,NORT,0,1,2
r-8243,NORT,0.025,0.975,2
r-8244,NORT,1,0,2
r-8245,NORT,0,1,2
r-8246,NORT,1,0,2
r-8247,NORT,1,0,2
r-8248,NORT,1,0,2
r-8249,NORT,0,1,2
r-8250,NORT,0.989,0.011,2
r-8251,NORT,1,0,2
r-8252,NORT,0.95,0.05,2
r-8253,NORT,0.431,0.569,2
r-8254,NORT,0,1,2
r-8255,NORT,0,1,2
r-8256,NORT,1,0,2
r-8257,NORT,0,1,2
r-8258,NORT,0.506,0.494,2
r-8259,NORT,0.841,0.159,2
r-8260,NORT,0.9,0.1,2
r-8261,NORT,1,0,2
r-8262,NORT,1,0,2
r-8263,NORT,0.372,0.628,2
r-8264,NORT,0.846,0.154,2
r-8265,NORT,0.023,0.977,2
r-8266,NORT,0.834,0.166,2
r-8267,NORT,1,0,2
r-8268,NORT,0.59,0.41,2
r-8269,NORT,0.385,0.615,2
r-8270,NORT,0,1,2
r-8271,NORT,1,0,2
r-8272,NORT,1,0,2
r-8273,NORT,0.921,0.079,2
r-8274,NORT,1,0,2
r-8275,NORT,0.834,0.166,2
r-8276,NORT,1,0,2
r-8277,NORT,0.633,0.367,2
r-8278,NORT,0.113,0.887,2
r-8279,NORT,1,0,2
r-8280,NORT,1,0,2
r-8281,NORT,0.925,0.075,2
r-8282,NORT,0,1,2
r-8283,NORT,1,0,2
r-8284,NORT,0,1,2
r-8285,NORT,1,0,2
r-8286,NORT,0.689,0.311,2
r-8287,NORT,1,0,2
r-8288,NORT,0.986,0.014,2
r-8289,NORT,0,1,2
r-8290,NORT,0.961,0.039,2
r-8291,NORT,0.891,0.109,2
r-8292,NORT,0.578,0.422,2
r-8293,NORT,1,0,2
r-8294,NORT,0.594,0.406,2
r-8295,NORT,0,1,2
r-8296,NORT,1,0,2
r-8297,NORT,0.703,0.297,2
r-8298,NORT,1,0,2
r-8299,NORT,1,0,2
r-8300,NORT,1,0,2
r-8301,NORT,0.955,0.045,2
r-8302,NORT,1,0,2
r-8303,NORT,1,0,2
r-8304,NORT,0.014,0.986,2
r-8305,NORT,1,0,2
r-8306,NORT,0.859,0.141,2
r-8307,NORT,0.093,0.907,2
r-8308,NORT,0.005,0.995,2
r-8309,NORT,1,0,2
r-8310,NORT,0.372,0.628,2
r-8311,NORT,1,0,2
r-8312,NORT,0.617,0.383,2
r-8313,NORT,1,0,2
r-8314,NORT,1,0,2
r-8315,NORT,0,1,2
r-8316,NORT,0.683,0.317,2
r-8317,NORT,1,0,2
r-8318,NORT,1,0,2
r-8319,NORT,1,0,2
r-8320,NORT,1,0,2
r-8321,NORT,0.134,0.866,2
r-8322,NORT,1,0,2
r-8323,NORT,0,1,2
r-8324,NORT,1,0,2
r-8325,NORT,1,0,2
r-8326,NORT,0.974,0.026,2
r-8327,NORT,0.077,0.923,2
r-8328,NORT,1,0,2
r-8329,NORT,0.299,0.701,2
r-8330,NORT,0.272,0.728,2
r-8331,NORT,1,0,2
r-8332,NORT,0.705,0.295,2
r-8333,NORT,0.551,0.449,2
r-8334,NORT,1,0,2
r-8335,NORT,0.206,0.794,2
r-8336,NORT,0,1,2
r-8337,NORT,1,0,2
r-8338,NORT,1,0,2
r-8339,NORT,0.404,0.596,2
r-8340,NORT,1,0,2
r-8341,NORT,1,0,2
r-8342,NORT,1,0,2
r-8343,NORT,1,0,2
r-8344,NORT,1,0,2
r-8345,NORT,0.673,0.327,2
r-8346,NORT,1,0,2
r-8347,NORT,1,0,2
r-8348,NORT,0.61,0.39,2
r-8349,NORT,0.778,0.222,2
r-8350,NORT,1,0,2
r-8351,NORT,0.941,0.059,2
r-8352,NORT,0.603,0.397,2
r-8353,NORT,0.501,0.499,2
r-8354,NORT,0,1,2
r-8355,NORT,1,0,2
r-8356,NORT,0.209,0.791,2
r-8357,NORT,1,0,2
r-8358,NORT,0.905,0.095,2
r-8359,NORT,0.789,0.211,2
r-8360,NORT,0.964,0.036,2
r-8361,NORT,0.322,0.678,2
r-8362,NORT,0.796,0.204,2
r-8363,NORT,0.957,0.043,2
r-8364,NORT,0,1,2
r-8365,NORT,0.8,0.2,2
r-8366,NORT,0.721,0.279,2
r-8367,NORT,0.252,0.748,2
r-8368,NORT,1,0,2
r-8369,NORT,0.982,0.018,2
r-8370,NORT,1,0,2
r-8371,NORT,1,0,2
r-8372,NORT,0,1,2
r-8373,NORT,1,0,2
r-8374,NORT,0.893,0.107,2
r-8375,NORT,1,0,2
r-8376,NORT,0.791,0.209,2
r-8377,NORT,0.243,0.757,2
r-8378,NORT,1,0,2
r-8379,NORT,0.946,0.054,2
r-8380,NORT,1,0,2
r-8381,NORT,0.748,0.252,2
r-8382,NORT,0.857,0.143,2
r-8383,NORT,0.082,0.918,2
r-8384,NORT,1,0,2
r-8385,NORT,0.571,0.429,2
r-8386,NORT,1,0,2
r-8387,NORT,1,0,2
r-8388,NORT,1,0,2
r-8389,NORT,1,0,2
r-8390,NORT,1,0,2
r-8391,NORT,1,0,2
r-8392,NORT,1,0,2
r-8393,NORT,0.846,0.154,2
r-8394,NORT,0,1,2
r-8395,NORT,0.286,0.714,2
r-8396,NORT,1,0,2
r-8397,NORT,0.236,0.764,2
r-8398,NORT,1,0,2
r-8399,NORT,1,0,2
r-8400,NORT,0.787,0.213,2
r-8401,NORT,0.914,0.086,2
r-8402,NORT,0.222,0.778,2
r-8403,NORT,0.66,0.34,2
r-8404,NORT,0.719,0.281,2
r-8405,NORT,0.646,0.354,2
r-8406,NORT,0.063,0.937,2
r-8407,NORT,1,0,2
r-8408,NORT,0,1,2
r-8409,NORT,0.476,0.524,2
r-8410,NORT,1,0,2
r-8411,NORT,0.308,0.692,2
r-8412,NORT,0,1,2
r-8413,NORT,1,0,2
r-8414,NORT,0.018,0.982,2
r-8415,NORT,0.587,0.413,2
r-8416,NORT,1,0,2
r-8417,NORT,0.388,0.612,2
r-8418,NORT,1,0,2
r-8419,NORT,1,0,2
r-8420,NORT,1,0,2
r-8421,NORT,0.381,0.619,2
r-8422,NORT,1,0,2
r-8423,NORT,0,1,2
r-8424,NORT,0.687,0.313,2
r-8425,NORT,1,0,2
r-8426,NORT,0.778,0.222,2
r-8427,NORT,0.955,0.045,2
r-8428,NORT,0,1,2
r-8429,NORT,0.433,0.567,2
r-8430,NORT,0,1,2
r-8431,NORT,1,0,2
r-8432,NORT,1,0,2
r-8433,NORT,1,0,2
r-8434,NORT,0,1,2
r-8435,NORT,1,0,2
r-8436,NORT,0.234,0.766,2
r-8437,NORT,0,1,2
r-8438,NORT,0.127,0.873,2
r-8439,NORT,0.556,0.444,2
r-8440,NORT,1,0,2
r-8441,NORT,0.878,0.122,2
r-8442,NORT,0.862,0.138,2
r-8443,NORT,1,0,2
r-8444,NORT,1,0,2
r-8445,NORT,0.469,0.531,2
r-8446,NORT,1,0,2
r-8447,NORT,1,0,2
r-8448,NORT,1,0,2
r-8449,NORT,0.027,0.973,2
r-8450,NORT,0.862,0.138,2
r-8451,NORT,0.243,0.757,2
r-8452,NORT,0.769,0.231,2
r-8453,NORT,1,0,2
r-8454,NORT,0.998,0.002,2
r-8455,NORT,0.766,0.234,2
r-8456,NORT,0.283,0.717,2
r-8457,NORT,1,0,2
r-8458,NORT,1,0,2
r-8459,NORT,1,0,2
r-8460,NORT,1,0,2
r-8461,NORT,0.891,0.109,2
r-8462,NORT,1,0,2
r-8463,NORT,0.757,0.243,2
r-8464,NORT,0.002,0.998,2
r-8465,NORT,0.27,0.73,2
r-8466,NORT,0,1,2
r-8467,NORT,0.88,0.12,2
r-8468,NORT,1,0,2
r-8469,NORT,1,0,2
r-8470,NORT,1,0,2
r-8471,NORT,1,0,2
r-8472,NORT,1,0,2
r-8473,NORT,0.474,0.526,2
r-8474,NORT,0,1,2
r-8475,NORT,0.993,0.007,2
r-8476,NORT,0.698,0.302,2
r-8477,NORT,0.778,0.222,2
r-8478,NORT,0,1,2
r-8479,NORT,1,0,2
r-8480,NORT,0.011,0.989,2
r-8481,NORT,0.875,0.125,2
r-8482,NORT,1,0,2
r-8483,NORT,0.751,0.249,2
r-8484,NORT,1,0,2
r-8485,NORT,0,1,2
r-8486,NORT,1,0,2
r-8487,NORT,0,1,2
r-8488,NORT,0.893,0.107,2
r-8489,NORT,0.98,0.02,2
r-8490,NORT,0,1,2
r-8491,NORT,0.739,0.261,2
r-8492,NORT,0.878,0.122,2
r-8493,NORT,1,0,2
r-8494,NORT,0.975,0.025,2
r-8495,NORT,0.286,0.714,2
r-8496,NORT,0.891,0.109,2
r-8497,NORT,0.76,0.24,2
r-8498,NORT,0.694,0.306,2
r-8499,NORT,1,0,2
r-8500,NORT,0.095,0.905,2
r-8501,NORT,0.619,0.381,2
r-8502,NORT,1,0,2
r-8503,NORT,0.546,0.454,2
r-8504,NORT,0.274,0.726,2
r-8505,NORT,1,0,2
r-8506,NORT,0.492,0.508,2
r-8507,NORT,1,0,2
r-8508,NORT,0.934,0.066,2
r-8509,NORT,0,1,2
r-8510,NORT,0.66,0.34,2
r-8511,NORT,0.748,0.252,2
r-8512,NORT,0,1,2
r-8513,NORT,1,0,2
r-8514,NORT,0,1,2
r-8515,NORT,0,1,2
r-8516,NORT,1,0,2
r-8517,NORT,0,1,2
r-8518,NORT,0.116,0.884,2
r-8519,NORT,0.986,0.014,2
r-8520,NORT,0.848,0.152,2
r-8521,NORT,1,0,2
r-8522,NORT,0.279,0.721,2
r-8523,NORT,1,0,2
r-8524,NORT,0.599,0.401,2
r-8525,NORT,0.887,0.113,2
r-8526,NORT,1,0,2
r-8527,NORT,0.823,0.177,2
r-8528,NORT,0.456,0.544,2
r-8529,NORT,1,0,2
r-8530,NORT,0.943,0.057,2
r-8531,NORT,1,0,2
r-8532,NORT,1,0,2
r-8533,NORT,1,0,2
r-8534,NORT,0.372,0.628,2
r-8535,NORT,1,0,2
r-8536,NORT,0,1,2
r-8537,NORT,1,0,2
r-8538,NORT,0.934,0.066,2
r-8539,NORT,1,0,2
r-8540,NORT,0,1,2
r-8541,NORT,1,0,2
r-8542,NORT,0.098,0.902,2
r-8543,NORT,0.431,0.569,2
r-8544,NORT,0,1,2
r-8545,NORT,0.753,0.247,2
r-8546,NORT,1,0,2
r-8547,NORT,1,0,2
r-8548,NORT,0.601,0.399,2
r-8549,NORT,0.952,0.048,2
r-8550,NORT,1,0,2
r-8551,NORT,0.247,0.753,2
r-8552,NORT,1,0,2
r-8553,NORT,0,1,2
r-8554,NORT,0.868,0.132,2
r-8555,NORT,0.002,0.998,2
r-8556,NORT,0.558,0.442,2
r-8557,NORT,1,0,2
r-8558,NORT,0,1,2
r-8559,NORT,0.986,0.014,2
r-8560,NORT,0.878,0.122,2
r-8561,NORT,0.435,0.565,2
r-8562,NORT,0.122,0.878,2
r-8563,NORT,0.227,0.773,2
r-8564,NORT,0.875,0.125,2
r-8565,NORT,0.961,0.039,2
r-8566,NORT,0.243,0.757,2
r-8567,NORT,0.81,0.19,2
r-8568,NORT,1,0,2
r-8569,NORT,1,0,2
r-8570,NORT,1,0,2
r-8571,NORT,1,0,2
r-8572,NORT,0.995,0.005,2
r-8573,NORT,0.805,0.195,2
r-8574,NORT,1,0,2
r-8575,NORT,1,0,2
r-8576,NORT,1,0,2
r-8577,NORT,1,0,2
r-8578,NORT,0.964,0.036,2
r-8579,NORT,1,0,2
r-8580,NORT,0.846,0.154,2
r-8581,NORT,0.009,0.991,2
r-8582,NORT,1,0,2
r-8583,NORT,1,0,2
r-8584,NORT,1,0,2
r-8585,NORT,0.315,0.685,2
r-8586,NORT,0.587,0.413,2
r-8587,NORT,1,0,2
r-8588,NORT,1,0,2
